Year,Gender,Hispanic,Race,Population,State
2013,Female,Hispanic,Two or More Races,"9,903",Ohio
2014,Male,Non Hispanic,White,"4,554,205",Ohio
2014,Male,Non Hispanic,Black or African American,"683,411",Ohio
2014,Male,Non Hispanic,American Indian and Alaska Native,"11,045",Ohio
2014,Male,Non Hispanic,Asian,"112,169",Ohio
2014,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"1,941",Ohio
2014,Male,Non Hispanic,Two or More Races,"108,780",Ohio
2014,Male,Hispanic,White,"170,633",Ohio
2014,Male,Hispanic,Black or African American,"18,386",Ohio
2014,Male,Hispanic,American Indian and Alaska Native,"5,211",Ohio
2014,Male,Hispanic,Asian,"1,710",Ohio
2014,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,110",Ohio
2014,Male,Hispanic,Two or More Races,"10,293",Ohio
2014,Female,Non Hispanic,White,"4,732,332",Ohio
2014,Female,Non Hispanic,Black or African American,"747,824",Ohio
2014,Female,Non Hispanic,American Indian and Alaska Native,"10,925",Ohio
2014,Female,Non Hispanic,Asian,"122,119",Ohio
2014,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"1,974",Ohio
2014,Female,Non Hispanic,Two or More Races,"112,361",Ohio
2014,Female,Hispanic,White,"159,888",Ohio
2014,Female,Hispanic,Black or African American,"19,004",Ohio
2014,Female,Hispanic,American Indian and Alaska Native,"4,429",Ohio
2014,Female,Hispanic,Asian,"1,729",Ohio
2014,Female,Hispanic,Native Hawaiian and Other Pacific Islander,919,Ohio
2014,Female,Hispanic,Two or More Races,"10,302",Ohio
2015,Male,Non Hispanic,White,"4,542,360",Ohio
2015,Male,Non Hispanic,Black or African American,"689,603",Ohio
2015,Male,Non Hispanic,American Indian and Alaska Native,"11,112",Ohio
2015,Male,Non Hispanic,Asian,"118,141",Ohio
2015,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,063",Ohio
2015,Male,Non Hispanic,Two or More Races,"112,001",Ohio
2015,Male,Hispanic,White,"175,441",Ohio
2015,Male,Hispanic,Black or African American,"19,125",Ohio
2015,Male,Hispanic,American Indian and Alaska Native,"5,306",Ohio
2015,Male,Hispanic,Asian,"1,786",Ohio
2015,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,137",Ohio
2015,Male,Hispanic,Two or More Races,"10,711",Ohio
2015,Female,Non Hispanic,White,"4,716,866",Ohio
2015,Female,Non Hispanic,Black or African American,"752,935",Ohio
2015,Female,Non Hispanic,American Indian and Alaska Native,"10,982",Ohio
2015,Female,Non Hispanic,Asian,"128,145",Ohio
2015,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,046",Ohio
2015,Female,Non Hispanic,Two or More Races,"115,362",Ohio
2015,Female,Hispanic,White,"164,574",Ohio
2015,Female,Hispanic,Black or African American,"19,735",Ohio
2015,Female,Hispanic,American Indian and Alaska Native,"4,587",Ohio
2015,Female,Hispanic,Asian,"1,803",Ohio
2015,Female,Hispanic,Native Hawaiian and Other Pacific Islander,942,Ohio
2015,Female,Hispanic,Two or More Races,"10,764",Ohio
2016,Male,Non Hispanic,White,"4,530,947",Ohio
2016,Male,Non Hispanic,Black or African American,"695,434",Ohio
2016,Male,Non Hispanic,American Indian and Alaska Native,"11,212",Ohio
2016,Male,Non Hispanic,Asian,"124,458",Ohio
2016,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,153",Ohio
2016,Male,Non Hispanic,Two or More Races,"115,289",Ohio
2016,Male,Hispanic,White,"180,787",Ohio
2016,Male,Hispanic,Black or African American,"19,880",Ohio
2016,Male,Hispanic,American Indian and Alaska Native,"5,390",Ohio
2016,Male,Hispanic,Asian,"1,860",Ohio
2016,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,140",Ohio
2016,Male,Hispanic,Two or More Races,"11,088",Ohio
2016,Female,Non Hispanic,White,"4,701,673",Ohio
2016,Female,Non Hispanic,Black or African American,"757,814",Ohio
2016,Female,Non Hispanic,American Indian and Alaska Native,"11,127",Ohio
2016,Female,Non Hispanic,Asian,"134,565",Ohio
2016,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,100",Ohio
2016,Female,Non Hispanic,Two or More Races,"118,471",Ohio
2016,Female,Hispanic,White,"169,758",Ohio
2016,Female,Hispanic,Black or African American,"20,485",Ohio
2016,Female,Hispanic,American Indian and Alaska Native,"4,738",Ohio
2016,Female,Hispanic,Asian,"1,892",Ohio
2016,Female,Hispanic,Native Hawaiian and Other Pacific Islander,968,Ohio
2016,Female,Hispanic,Two or More Races,"11,141",Ohio
2017,Male,Non Hispanic,White,"4,522,764",Ohio
2017,Male,Non Hispanic,Black or African American,"700,552",Ohio
2017,Male,Non Hispanic,American Indian and Alaska Native,"11,283",Ohio
2017,Male,Non Hispanic,Asian,"130,567",Ohio
2017,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,216",Ohio
2017,Male,Non Hispanic,Two or More Races,"118,569",Ohio
2017,Male,Hispanic,White,"186,863",Ohio
2017,Male,Hispanic,Black or African American,"20,510",Ohio
2017,Male,Hispanic,American Indian and Alaska Native,"5,586",Ohio
2017,Male,Hispanic,Asian,"1,946",Ohio
2017,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,154",Ohio
2017,Male,Hispanic,Two or More Races,"11,510",Ohio
2017,Female,Non Hispanic,White,"4,691,208",Ohio
2017,Female,Non Hispanic,Black or African American,"763,266",Ohio
2017,Female,Non Hispanic,American Indian and Alaska Native,"11,246",Ohio
2017,Female,Non Hispanic,Asian,"140,408",Ohio
2017,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,167",Ohio
2017,Female,Non Hispanic,Two or More Races,"121,540",Ohio
2017,Female,Hispanic,White,"175,703",Ohio
2017,Female,Hispanic,Black or African American,"21,173",Ohio
2017,Female,Hispanic,American Indian and Alaska Native,"4,874",Ohio
2017,Female,Hispanic,Asian,"1,967",Ohio
2017,Female,Hispanic,Native Hawaiian and Other Pacific Islander,983,Ohio
2017,Female,Hispanic,Two or More Races,"11,595",Ohio
2018,Male,Non Hispanic,White,"4,511,394",Ohio
2018,Male,Non Hispanic,Black or African American,"705,140",Ohio
2018,Male,Non Hispanic,American Indian and Alaska Native,"11,413",Ohio
2018,Male,Non Hispanic,Asian,"135,123",Ohio
2018,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,325",Ohio
2018,Male,Non Hispanic,Two or More Races,"121,768",Ohio
2018,Male,Hispanic,White,"192,956",Ohio
2018,Male,Hispanic,Black or African American,"21,323",Ohio
2018,Male,Hispanic,American Indian and Alaska Native,"5,731",Ohio
2018,Male,Hispanic,Asian,"1,996",Ohio
2018,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,175",Ohio
2018,Male,Hispanic,Two or More Races,"12,093",Ohio
2018,Female,Non Hispanic,White,"4,678,916",Ohio
2018,Female,Non Hispanic,Black or African American,"768,305",Ohio
2018,Female,Non Hispanic,American Indian and Alaska Native,"11,368",Ohio
2018,Female,Non Hispanic,Asian,"144,607",Ohio
2018,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,282",Ohio
2018,Female,Non Hispanic,Two or More Races,"124,612",Ohio
2018,Female,Hispanic,White,"181,672",Ohio
2018,Female,Hispanic,Black or African American,"21,885",Ohio
2018,Female,Hispanic,American Indian and Alaska Native,"5,070",Ohio
2018,Female,Hispanic,Asian,"2,032",Ohio
2018,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"1,016",Ohio
2018,Female,Hispanic,Two or More Races,"12,139",Ohio
2019,Male,Non Hispanic,White,"4,502,117",Ohio
2019,Male,Non Hispanic,Black or African American,"709,370",Ohio
2019,Male,Non Hispanic,American Indian and Alaska Native,"11,493",Ohio
2019,Male,Non Hispanic,Asian,"139,002",Ohio
2019,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,438",Ohio
2019,Male,Non Hispanic,Two or More Races,"125,212",Ohio
2019,Male,Hispanic,White,"197,402",Ohio
2019,Male,Hispanic,Black or African American,"21,839",Ohio
2019,Male,Hispanic,American Indian and Alaska Native,"5,850",Ohio
2019,Male,Hispanic,Asian,"2,087",Ohio
2019,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"1,197",Ohio
2019,Male,Hispanic,Two or More Races,"12,555",Ohio
2019,Female,Non Hispanic,White,"4,666,975",Ohio
2019,Female,Non Hispanic,Black or African American,"771,982",Ohio
2019,Female,Non Hispanic,American Indian and Alaska Native,"11,451",Ohio
2019,Female,Non Hispanic,Asian,"148,253",Ohio
2019,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,386",Ohio
2019,Female,Non Hispanic,Two or More Races,"127,959",Ohio
2019,Female,Hispanic,White,"186,242",Ohio
2019,Female,Hispanic,Black or African American,"22,379",Ohio
2019,Female,Hispanic,American Indian and Alaska Native,"5,216",Ohio
2019,Female,Hispanic,Asian,"2,136",Ohio
2019,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"1,034",Ohio
2019,Female,Hispanic,Two or More Races,"12,525",Ohio
2010,Male,Non Hispanic,White,"2,670,590",Georgia
2010,Male,Non Hispanic,Black or African American,"1,372,234",Georgia
2010,Male,Non Hispanic,American Indian and Alaska Native,"10,664",Georgia
2010,Male,Non Hispanic,Asian,"154,631",Georgia
2010,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,854",Georgia
2010,Male,Non Hispanic,Two or More Races,"68,554",Georgia
2010,Male,Hispanic,White,"390,484",Georgia
2010,Male,Hispanic,Black or African American,"36,914",Georgia
2010,Male,Hispanic,American Indian and Alaska Native,"15,319",Georgia
2010,Male,Hispanic,Asian,"3,634",Georgia
2010,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,791",Georgia
2010,Male,Hispanic,Two or More Races,"12,516",Georgia
2010,Female,Non Hispanic,White,"2,761,605",Georgia
2010,Female,Non Hispanic,Black or African American,"1,560,136",Georgia
2010,Female,Non Hispanic,American Indian and Alaska Native,"11,007",Georgia
2010,Female,Non Hispanic,Asian,"165,294",Georgia
2010,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,627",Georgia
2010,Female,Non Hispanic,Two or More Races,"74,608",Georgia
2010,Female,Hispanic,White,"329,380",Georgia
2010,Female,Hispanic,Black or African American,"36,763",Georgia
2010,Female,Hispanic,American Indian and Alaska Native,"11,704",Georgia
2010,Female,Hispanic,Asian,"3,225",Georgia
2010,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,249",Georgia
2010,Female,Hispanic,Two or More Races,"12,098",Georgia
2011,Male,Non Hispanic,White,"2,677,606",Georgia
2011,Male,Non Hispanic,Black or African American,"1,396,557",Georgia
2011,Male,Non Hispanic,American Indian and Alaska Native,"10,750",Georgia
2011,Male,Non Hispanic,Asian,"160,079",Georgia
2011,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,902",Georgia
2011,Male,Non Hispanic,Two or More Races,"71,680",Georgia
2011,Male,Hispanic,White,"393,744",Georgia
2011,Male,Hispanic,Black or African American,"38,205",Georgia
2011,Male,Hispanic,American Indian and Alaska Native,"15,315",Georgia
2011,Male,Hispanic,Asian,"3,888",Georgia
2011,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,831",Georgia
2011,Male,Hispanic,Two or More Races,"13,011",Georgia
2011,Female,Non Hispanic,White,"2,765,873",Georgia
2011,Female,Non Hispanic,Black or African American,"1,582,031",Georgia
2011,Female,Non Hispanic,American Indian and Alaska Native,"11,111",Georgia
2011,Female,Non Hispanic,Asian,"171,168",Georgia
2011,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,682",Georgia
2011,Female,Non Hispanic,Two or More Races,"77,621",Georgia
2011,Female,Hispanic,White,"336,714",Georgia
2011,Female,Hispanic,Black or African American,"38,552",Georgia
2011,Female,Hispanic,American Indian and Alaska Native,"11,754",Georgia
2011,Female,Hispanic,Asian,"3,422",Georgia
2011,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,298",Georgia
2011,Female,Hispanic,Two or More Races,"12,637",Georgia
2012,Male,Non Hispanic,White,"2,689,548",Georgia
2012,Male,Non Hispanic,Black or African American,"1,416,683",Georgia
2012,Male,Non Hispanic,American Indian and Alaska Native,"10,982",Georgia
2012,Male,Non Hispanic,Asian,"167,416",Georgia
2012,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,947",Georgia
2012,Male,Non Hispanic,Two or More Races,"74,801",Georgia
2012,Male,Hispanic,White,"396,689",Georgia
2012,Male,Hispanic,Black or African American,"39,523",Georgia
2012,Male,Hispanic,American Indian and Alaska Native,"15,421",Georgia
2012,Male,Hispanic,Asian,"4,024",Georgia
2012,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,813",Georgia
2012,Male,Hispanic,Two or More Races,"13,383",Georgia
2012,Female,Non Hispanic,White,"2,775,185",Georgia
2012,Female,Non Hispanic,Black or African American,"1,603,348",Georgia
2012,Female,Non Hispanic,American Indian and Alaska Native,"11,266",Georgia
2012,Female,Non Hispanic,Asian,"179,115",Georgia
2012,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,794",Georgia
2012,Female,Non Hispanic,Two or More Races,"81,057",Georgia
2012,Female,Hispanic,White,"343,397",Georgia
2012,Female,Hispanic,Black or African American,"39,834",Georgia
2012,Female,Hispanic,American Indian and Alaska Native,"11,946",Georgia
2012,Female,Hispanic,Asian,"3,666",Georgia
2012,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,341",Georgia
2012,Female,Hispanic,Two or More Races,"13,251",Georgia
2013,Male,Non Hispanic,White,"2,689,929",Georgia
2013,Male,Non Hispanic,Black or African American,"1,432,539",Georgia
2013,Male,Non Hispanic,American Indian and Alaska Native,"11,176",Georgia
2013,Male,Non Hispanic,Asian,"174,843",Georgia
2013,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,015",Georgia
2013,Male,Non Hispanic,Two or More Races,"77,813",Georgia
2013,Male,Hispanic,White,"398,760",Georgia
2013,Male,Hispanic,Black or African American,"40,469",Georgia
2013,Male,Hispanic,American Indian and Alaska Native,"15,347",Georgia
2013,Male,Hispanic,Asian,"4,092",Georgia
2013,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,813",Georgia
2013,Male,Hispanic,Two or More Races,"13,724",Georgia
2013,Female,Non Hispanic,White,"2,776,425",Georgia
2013,Female,Non Hispanic,Black or African American,"1,624,289",Georgia
2013,Female,Non Hispanic,American Indian and Alaska Native,"11,335",Georgia
2013,Female,Non Hispanic,Asian,"186,464",Georgia
2013,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,858",Georgia
2013,Female,Non Hispanic,Two or More Races,"84,179",Georgia
2013,Female,Hispanic,White,"349,503",Georgia
2013,Female,Hispanic,Black or African American,"41,004",Georgia
2013,Female,Hispanic,American Indian and Alaska Native,"12,077",Georgia
2013,Female,Hispanic,Asian,"3,732",Georgia
2013,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,364",Georgia
2013,Female,Hispanic,Two or More Races,"13,729",Georgia
2014,Male,Non Hispanic,White,"2,695,295",Georgia
2014,Male,Non Hispanic,Black or African American,"1,453,145",Georgia
2014,Male,Non Hispanic,American Indian and Alaska Native,"11,269",Georgia
2014,Male,Non Hispanic,Asian,"181,403",Georgia
2014,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,093",Georgia
2014,Male,Non Hispanic,Two or More Races,"80,692",Georgia
2014,Male,Hispanic,White,"403,939",Georgia
2014,Male,Hispanic,Black or African American,"41,674",Georgia
2014,Male,Hispanic,American Indian and Alaska Native,"15,455",Georgia
2014,Male,Hispanic,Asian,"4,186",Georgia
2014,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,903",Georgia
2014,Male,Hispanic,Two or More Races,"14,163",Georgia
2014,Female,Non Hispanic,White,"2,781,611",Georgia
2014,Female,Non Hispanic,Black or African American,"1,650,735",Georgia
2014,Female,Non Hispanic,American Indian and Alaska Native,"11,465",Georgia
2014,Female,Non Hispanic,Asian,"193,394",Georgia
2014,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"2,961",Georgia
2014,Female,Non Hispanic,Two or More Races,"87,559",Georgia
2014,Female,Hispanic,White,"357,279",Georgia
2014,Female,Hispanic,Black or African American,"42,311",Georgia
2014,Female,Hispanic,American Indian and Alaska Native,"12,256",Georgia
2014,Female,Hispanic,Asian,"3,835",Georgia
2014,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,431",Georgia
2014,Female,Hispanic,Two or More Races,"14,224",Georgia
2015,Male,Non Hispanic,White,"2,701,306",Georgia
2015,Male,Non Hispanic,Black or African American,"1,475,564",Georgia
2015,Male,Non Hispanic,American Indian and Alaska Native,"11,374",Georgia
2015,Male,Non Hispanic,Asian,"189,439",Georgia
2015,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,158",Georgia
2015,Male,Non Hispanic,Two or More Races,"83,907",Georgia
2015,Male,Hispanic,White,"412,854",Georgia
2015,Male,Hispanic,Black or African American,"42,818",Georgia
2015,Male,Hispanic,American Indian and Alaska Native,"15,735",Georgia
2015,Male,Hispanic,Asian,"4,407",Georgia
2015,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"2,978",Georgia
2015,Male,Hispanic,Two or More Races,"14,693",Georgia
2015,Female,Non Hispanic,White,"2,788,033",Georgia
2015,Female,Non Hispanic,Black or African American,"1,679,714",Georgia
2015,Female,Non Hispanic,American Indian and Alaska Native,"11,614",Georgia
2015,Female,Non Hispanic,Asian,"201,481",Georgia
2015,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,008",Georgia
2015,Female,Non Hispanic,Two or More Races,"90,857",Georgia
2015,Female,Hispanic,White,"367,814",Georgia
2015,Female,Hispanic,Black or African American,"43,829",Georgia
2015,Female,Hispanic,American Indian and Alaska Native,"12,510",Georgia
2015,Female,Hispanic,Asian,"4,099",Georgia
2015,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,486",Georgia
2015,Female,Hispanic,Two or More Races,"14,769",Georgia
2016,Male,Non Hispanic,White,"2,706,889",Georgia
2016,Male,Non Hispanic,Black or African American,"1,499,683",Georgia
2016,Male,Non Hispanic,American Indian and Alaska Native,"11,468",Georgia
2016,Male,Non Hispanic,Asian,"198,654",Georgia
2016,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,206",Georgia
2016,Male,Non Hispanic,Two or More Races,"87,235",Georgia
2016,Male,Hispanic,White,"424,132",Georgia
2016,Male,Hispanic,Black or African American,"44,329",Georgia
2016,Male,Hispanic,American Indian and Alaska Native,"16,303",Georgia
2016,Male,Hispanic,Asian,"4,609",Georgia
2016,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"3,018",Georgia
2016,Male,Hispanic,Two or More Races,"15,431",Georgia
2016,Female,Non Hispanic,White,"2,795,056",Georgia
2016,Female,Non Hispanic,Black or African American,"1,709,610",Georgia
2016,Female,Non Hispanic,American Indian and Alaska Native,"11,838",Georgia
2016,Female,Non Hispanic,Asian,"212,367",Georgia
2016,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,038",Georgia
2016,Female,Non Hispanic,Two or More Races,"94,365",Georgia
2016,Female,Hispanic,White,"379,882",Georgia
2016,Female,Hispanic,Black or African American,"45,246",Georgia
2016,Female,Hispanic,American Indian and Alaska Native,"13,132",Georgia
2016,Female,Hispanic,Asian,"4,285",Georgia
2016,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,577",Georgia
2016,Female,Hispanic,Two or More Races,"15,537",Georgia
2017,Male,Non Hispanic,White,"2,710,111",Georgia
2017,Male,Non Hispanic,Black or African American,"1,523,553",Georgia
2017,Male,Non Hispanic,American Indian and Alaska Native,"11,514",Georgia
2017,Male,Non Hispanic,Asian,"206,277",Georgia
2017,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,274",Georgia
2017,Male,Non Hispanic,Two or More Races,"90,274",Georgia
2017,Male,Hispanic,White,"433,903",Georgia
2017,Male,Hispanic,Black or African American,"45,679",Georgia
2017,Male,Hispanic,American Indian and Alaska Native,"16,622",Georgia
2017,Male,Hispanic,Asian,"4,757",Georgia
2017,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"3,034",Georgia
2017,Male,Hispanic,Two or More Races,"16,079",Georgia
2017,Female,Non Hispanic,White,"2,800,263",Georgia
2017,Female,Non Hispanic,Black or African American,"1,737,271",Georgia
2017,Female,Non Hispanic,American Indian and Alaska Native,"12,008",Georgia
2017,Female,Non Hispanic,Asian,"220,502",Georgia
2017,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,107",Georgia
2017,Female,Non Hispanic,Two or More Races,"97,605",Georgia
2017,Female,Hispanic,White,"391,002",Georgia
2017,Female,Hispanic,Black or African American,"46,815",Georgia
2017,Female,Hispanic,American Indian and Alaska Native,"13,438",Georgia
2017,Female,Hispanic,Asian,"4,448",Georgia
2017,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,607",Georgia
2017,Female,Hispanic,Two or More Races,"16,187",Georgia
2018,Male,Non Hispanic,White,"2,711,770",Georgia
2018,Male,Non Hispanic,Black or African American,"1,545,652",Georgia
2018,Male,Non Hispanic,American Indian and Alaska Native,"11,681",Georgia
2018,Male,Non Hispanic,Asian,"212,565",Georgia
2018,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,315",Georgia
2018,Male,Non Hispanic,Two or More Races,"93,355",Georgia
2018,Male,Hispanic,White,"444,422",Georgia
2018,Male,Hispanic,Black or African American,"47,340",Georgia
2018,Male,Hispanic,American Indian and Alaska Native,"17,024",Georgia
2018,Male,Hispanic,Asian,"4,882",Georgia
2018,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"3,075",Georgia
2018,Male,Hispanic,Two or More Races,"16,750",Georgia
2018,Female,Non Hispanic,White,"2,803,176",Georgia
2018,Female,Non Hispanic,Black or African American,"1,763,626",Georgia
2018,Female,Non Hispanic,American Indian and Alaska Native,"12,235",Georgia
2018,Female,Non Hispanic,Asian,"227,430",Georgia
2018,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,205",Georgia
2018,Female,Non Hispanic,Two or More Races,"100,751",Georgia
2018,Female,Hispanic,White,"402,421",Georgia
2018,Female,Hispanic,Black or African American,"48,333",Georgia
2018,Female,Hispanic,American Indian and Alaska Native,"13,808",Georgia
2018,Female,Hispanic,Asian,"4,608",Georgia
2018,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,685",Georgia
2018,Female,Hispanic,Two or More Races,"17,022",Georgia
2019,Male,Non Hispanic,White,"2,714,931",Georgia
2019,Male,Non Hispanic,Black or African American,"1,568,097",Georgia
2019,Male,Non Hispanic,American Indian and Alaska Native,"11,879",Georgia
2019,Male,Non Hispanic,Asian,"219,295",Georgia
2019,Male,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,364",Georgia
2019,Male,Non Hispanic,Two or More Races,"96,602",Georgia
2019,Male,Hispanic,White,"454,582",Georgia
2019,Male,Hispanic,Black or African American,"48,818",Georgia
2019,Male,Hispanic,American Indian and Alaska Native,"17,398",Georgia
2019,Male,Hispanic,Asian,"5,056",Georgia
2019,Male,Hispanic,Native Hawaiian and Other Pacific Islander,"3,103",Georgia
2019,Male,Hispanic,Two or More Races,"17,299",Georgia
2019,Female,Non Hispanic,White,"2,808,427",Georgia
2019,Female,Non Hispanic,Black or African American,"1,791,352",Georgia
2019,Female,Non Hispanic,American Indian and Alaska Native,"12,505",Georgia
2019,Female,Non Hispanic,Asian,"234,852",Georgia
2019,Female,Non Hispanic,Native Hawaiian and Other Pacific Islander,"3,277",Georgia
2019,Female,Non Hispanic,Two or More Races,"104,118",Georgia
2019,Female,Hispanic,White,"413,565",Georgia
2019,Female,Hispanic,Black or African American,"49,880",Georgia
2019,Female,Hispanic,American Indian and Alaska Native,"14,226",Georgia
2019,Female,Hispanic,Asian,"4,763",Georgia
2019,Female,Hispanic,Native Hawaiian and Other Pacific Islander,"2,667",Georgia
2019,Female,Hispanic,Two or More Races,"17,367",Georgia
